taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, RATS, examples/tagreader.cpp,35, fixed size local buffer, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mpeg/mpegfile.cpp,124, (buffer) read, taglib/mpeg/mpegfile.cpp,155, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mpeg/mpegfile.cpp,459, (buffer) read, taglib/mpeg/mpegfile.cpp,488, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mpeg/mpegfile.h,323, (buffer) read, taglib/mpeg/mpegfile.h,386, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mpeg/mpegproperties.cpp,82, (buffer) read, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mpeg/mpegproperties.cpp,149, (buffer) read, taglib/mpeg/mpegproperties.cpp,156, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mpeg/mpegproperties.h,110, (buffer) read, taglib/mpeg/mpegproperties.h,144, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ogg/flac/oggflacfile.cpp,75, (buffer) read, taglib/ogg/flac/oggflacfile.cpp,91, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ogg/flac/oggflacfile.cpp,82, (buffer) read, taglib/ogg/flac/oggflacfile.cpp,100, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ogg/flac/oggflacfile.cpp,131, (buffer) read, taglib/ogg/flac/oggflacfile.cpp,164, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ogg/flac/oggflacfile.h,117, (buffer) read, taglib/ogg/flac/oggflacfile.h,158, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ogg/oggpageheader.cpp,80, (buffer) read, taglib/ogg/oggpageheader.cpp,73, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ogg/oggpageheader.cpp,235, (buffer) read, taglib/ogg/oggpageheader.cpp,228, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ogg/oggpageheader.h,222, (buffer) read, taglib/ogg/oggpageheader.h,222, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ogg/speex/speexfile.cpp,65, (buffer) read, taglib/ogg/speex/speexfile.cpp,78, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ogg/speex/speexfile.cpp,72, (buffer) read, taglib/ogg/speex/speexfile.cpp,86, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ogg/speex/speexfile.cpp,104, (buffer) read, taglib/ogg/speex/speexfile.cpp,128, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ogg/speex/speexfile.h,101, (buffer) read, taglib/ogg/speex/speexfile.h,129, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ogg/speex/speexproperties.cpp,73, (buffer) read, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ogg/speex/speexproperties.cpp,110, (buffer) read, taglib/ogg/speex/speexproperties.cpp,124, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ogg/speex/speexproperties.h,80, (buffer) read, taglib/ogg/speex/speexproperties.h,120, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ogg/vorbis/vorbisfile.cpp,70, (buffer) read, taglib/ogg/vorbis/vorbisfile.cpp,83, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ogg/vorbis/vorbisfile.cpp,77, (buffer) read, taglib/ogg/vorbis/vorbisfile.cpp,91, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ogg/vorbis/vorbisfile.cpp,122, (buffer) read, taglib/ogg/vorbis/vorbisfile.cpp,136, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ogg/vorbis/vorbisfile.h,121, (buffer) read, taglib/ogg/vorbis/vorbisfile.h,136, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ogg/vorbis/vorbisproperties.cpp,78, (buffer) read, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ogg/vorbis/vorbisproperties.cpp,130, (buffer) read, taglib/ogg/vorbis/vorbisproperties.cpp,137, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ogg/vorbis/vorbisproperties.h,104, (buffer) read, taglib/ogg/vorbis/vorbisproperties.h,139, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/riff/aiff/aifffile.cpp,67, (buffer) read, taglib/riff/aiff/aifffile.cpp,78, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/riff/aiff/aifffile.cpp,75, (buffer) read, taglib/riff/aiff/aifffile.cpp,86, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/riff/aiff/aifffile.cpp,125, (buffer) read, taglib/riff/aiff/aifffile.cpp,154, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/riff/aiff/aifffile.h,116, (buffer) read, taglib/riff/aiff/aifffile.h,141, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/riff/aiff/aiffproperties.cpp,109, (buffer) read, taglib/riff/aiff/aiffproperties.cpp,71, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/riff/aiff/aiffproperties.cpp,151, (buffer) read, taglib/riff/aiff/aiffproperties.cpp,143, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/riff/aiff/aiffproperties.cpp,151, (buffer) read, taglib/riff/aiff/aiffproperties.cpp,148, NA, Altered, Constant, No, NA, FFP2, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/riff/aiff/aiffproperties.cpp,151, (buffer) read, taglib/riff/aiff/aiffproperties.cpp,151, NA, Altered, Constant, No, NA, FFP2, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/riff/aiff/aiffproperties.h,74, (buffer) read, taglib/riff/aiff/aiffproperties.h,157, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/riff/rifffile.cpp,79, (buffer) read, taglib/riff/rifffile.cpp,80, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/riff/rifffile.cpp,88, (buffer) read, taglib/riff/rifffile.cpp,88, (buffer) read, Constant, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/riff/rifffile.cpp,251, (buffer) read, taglib/riff/rifffile.cpp,282, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/riff/rifffile.h,136, (buffer) read, taglib/riff/rifffile.h,146, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/riff/wav/wavfile.cpp,73, (buffer) read, taglib/riff/wav/wavfile.cpp,85, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/riff/wav/wavfile.cpp,81, (buffer) read, taglib/riff/wav/wavfile.cpp,93, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/riff/wav/wavfile.cpp,163, (buffer) read, taglib/riff/wav/wavfile.cpp,203, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/riff/wav/wavfile.h,143, (buffer) read, taglib/riff/wav/wavfile.h,191, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/riff/wav/wavproperties.cpp,68, (buffer) read, taglib/riff/wav/wavproperties.cpp,71, NA, Altered, Constant, No, NA, FFP2, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/riff/wav/wavproperties.cpp,74, (buffer) read, taglib/riff/wav/wavproperties.cpp,85, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/riff/wav/wavproperties.cpp,116, (buffer) read, taglib/riff/wav/wavproperties.cpp,147, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/riff/wav/wavproperties.cpp,116, (buffer) read, taglib/riff/wav/wavproperties.cpp,154, NA, Altered, Constant, No, NA, FFP2, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/riff/wav/wavproperties.cpp,116, (buffer) read, taglib/riff/wav/wavproperties.cpp,175, NA, Altered, Constant, No, NA, FFP2, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/riff/wav/wavproperties.h,83, (buffer) read, taglib/riff/wav/wavproperties.h,154, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/s3m/s3mfile.cpp,50, (buffer) read, taglib/s3m/s3mfile.cpp,56, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/s3m/s3mfile.cpp,58, (buffer) read, taglib/s3m/s3mfile.cpp,65, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/s3m/s3mfile.cpp,142, (buffer) read, taglib/s3m/s3mfile.cpp,149, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/s3m/s3mfile.h,96, (buffer) read, taglib/s3m/s3mfile.h,104, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/toolkit/tbytevector.cpp,343, (buffer) strlen, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Input Validation and Representation, String Termination Error, API Abuse, Often Misused: Strings ,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/toolkit/tbytevector.cpp,639, (buffer) strlen, taglib/toolkit/tbytevector.cpp,947, NA, Altered, Constant, No, NA, FFP2, Input Validation and Representation, String Termination Error, API Abuse, Often Misused: Strings ,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/toolkit/tfilestream.cpp,59, (buffer) wcslen, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Input Validation and Representation, String Termination Error, API Abuse, Often Misused: Strings,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/toolkit/tstring.cpp,131, (buffer) strlen, taglib/toolkit/tstring.cpp,205, NA, Altered, Constant, No, NA, FFP2, Input Validation and Representation, String Termination Error, API Abuse, Often Misused: Strings ,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/toolkit/tstring.cpp,131, (buffer) strlen, taglib/toolkit/tstring.cpp,206, NA, Altered, Constant, No, NA, FFP2, Input Validation and Representation, String Termination Error, API Abuse, Often Misused: Strings ,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/toolkit/tstring.cpp,694, (buffer) strlen, taglib/toolkit/tstring.cpp,678, NA, Altered, Constant, No, NA, FFP2, Input Validation and Representation, String Termination Error, API Abuse, Often Misused: Strings ,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/trueaudio/trueaudiofile.cpp,92, (buffer) read, taglib/trueaudio/trueaudiofile.cpp,97, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/trueaudio/trueaudiofile.cpp,101, (buffer) read, taglib/trueaudio/trueaudiofile.cpp,106, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/trueaudio/trueaudiofile.cpp,109, (buffer) read, taglib/trueaudio/trueaudiofile.cpp,114, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/trueaudio/trueaudiofile.cpp,118, (buffer) read, taglib/trueaudio/trueaudiofile.cpp,123, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/trueaudio/trueaudiofile.cpp,241, (buffer) read, taglib/trueaudio/trueaudiofile.cpp,268, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/trueaudio/trueaudiofile.h,207, (buffer) read, taglib/trueaudio/trueaudiofile.h,251, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/trueaudio/trueaudioproperties.cpp,73, (buffer) read, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/trueaudio/trueaudioproperties.cpp,120, (buffer) read, taglib/trueaudio/trueaudioproperties.cpp,125, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/trueaudio/trueaudioproperties.h,90, (buffer) read, taglib/trueaudio/trueaudioproperties.h,125, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/wavpack/wavpackfile.cpp,89, (buffer) read, taglib/wavpack/wavpackfile.cpp,95, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/wavpack/wavpackfile.cpp,96, (buffer) read, taglib/wavpack/wavpackfile.cpp,103, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/wavpack/wavpackfile.cpp,231, (buffer) read, taglib/wavpack/wavpackfile.cpp,247, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/wavpack/wavpackfile.h,178, (buffer) read, taglib/wavpack/wavpackfile.h,215, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/wavpack/wavpackproperties.cpp,74, (buffer) read, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/wavpack/wavpackproperties.cpp,82, (buffer) read, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/wavpack/wavpackproperties.cpp,146, (buffer) read, taglib/wavpack/wavpackproperties.cpp,163, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/wavpack/wavpackproperties.h,96, (buffer) read, taglib/wavpack/wavpackproperties.h,140, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/xm/xmfile.cpp,77, (buffer) read, taglib/xm/xmfile.cpp,78, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/xm/xmfile.cpp,92, (buffer) read, taglib/xm/xmfile.cpp,93, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/xm/xmfile.cpp,128, (buffer) read, taglib/xm/xmfile.cpp,129, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
